owner_occupancy_key,owner_occupancy_name
768,Owner-occupied as a principal dwelling
769,Owner-occupied as a principal dwelling
770,Owner-occupied as a principal dwelling
771,Owner-occupied as a principal dwelling
772,Owner-occupied as a principal dwelling
773,Owner-occupied as a principal dwelling
774,Owner-occupied as a principal dwelling
775,Owner-occupied as a principal dwelling
776,Owner-occupied as a principal dwelling
777,Not owner-occupied as a principal dwelling
778,Owner-occupied as a principal dwelling
779,Owner-occupied as a principal dwelling
780,Not owner-occupied as a principal dwelling
781,Not owner-occupied as a principal dwelling
782,Owner-occupied as a principal dwelling
783,Owner-occupied as a principal dwelling
784,Owner-occupied as a principal dwelling
785,Owner-occupied as a principal dwelling
786,Owner-occupied as a principal dwelling
787,Owner-occupied as a principal dwelling
788,Owner-occupied as a principal dwelling
789,Owner-occupied as a principal dwelling
790,Not owner-occupied as a principal dwelling
791,Owner-occupied as a principal dwelling
792,Owner-occupied as a principal dwelling
793,Owner-occupied as a principal dwelling
794,Owner-occupied as a principal dwelling
795,Owner-occupied as a principal dwelling
796,Owner-occupied as a principal dwelling
797,Owner-occupied as a principal dwelling
798,Owner-occupied as a principal dwelling
799,Owner-occupied as a principal dwelling
800,Owner-occupied as a principal dwelling
801,Owner-occupied as a principal dwelling
802,Owner-occupied as a principal dwelling
803,Owner-occupied as a principal dwelling
804,Owner-occupied as a principal dwelling
805,Owner-occupied as a principal dwelling
806,Owner-occupied as a principal dwelling
807,Owner-occupied as a principal dwelling
808,Owner-occupied as a principal dwelling
809,Not owner-occupied as a principal dwelling
810,Owner-occupied as a principal dwelling
811,Owner-occupied as a principal dwelling
812,Owner-occupied as a principal dwelling
813,Owner-occupied as a principal dwelling
814,Owner-occupied as a principal dwelling
815,Owner-occupied as a principal dwelling
816,Owner-occupied as a principal dwelling
817,Owner-occupied as a principal dwelling
818,Owner-occupied as a principal dwelling
819,Owner-occupied as a principal dwelling
820,Owner-occupied as a principal dwelling
821,Not owner-occupied as a principal dwelling
822,Owner-occupied as a principal dwelling
823,Owner-occupied as a principal dwelling
824,Owner-occupied as a principal dwelling
825,Owner-occupied as a principal dwelling
826,Owner-occupied as a principal dwelling
827,Owner-occupied as a principal dwelling
828,Owner-occupied as a principal dwelling
829,Owner-occupied as a principal dwelling
830,Owner-occupied as a principal dwelling
831,Owner-occupied as a principal dwelling
832,Owner-occupied as a principal dwelling
833,Owner-occupied as a principal dwelling
834,Owner-occupied as a principal dwelling
835,Not owner-occupied as a principal dwelling
836,Not owner-occupied as a principal dwelling
837,Owner-occupied as a principal dwelling
838,Owner-occupied as a principal dwelling
839,Not owner-occupied as a principal dwelling
840,Owner-occupied as a principal dwelling
841,Owner-occupied as a principal dwelling
842,Owner-occupied as a principal dwelling
843,Owner-occupied as a principal dwelling
844,Owner-occupied as a principal dwelling
845,Owner-occupied as a principal dwelling
846,Owner-occupied as a principal dwelling
847,Owner-occupied as a principal dwelling
848,Owner-occupied as a principal dwelling
849,Owner-occupied as a principal dwelling
850,Owner-occupied as a principal dwelling
851,Not owner-occupied as a principal dwelling
852,Owner-occupied as a principal dwelling
853,Not owner-occupied as a principal dwelling
854,Owner-occupied as a principal dwelling
855,Owner-occupied as a principal dwelling
856,Owner-occupied as a principal dwelling
857,Owner-occupied as a principal dwelling
858,Owner-occupied as a principal dwelling
859,Owner-occupied as a principal dwelling
860,Owner-occupied as a principal dwelling
861,Owner-occupied as a principal dwelling
862,Owner-occupied as a principal dwelling
863,Owner-occupied as a principal dwelling
864,Owner-occupied as a principal dwelling
865,Owner-occupied as a principal dwelling
866,Owner-occupied as a principal dwelling
867,Owner-occupied as a principal dwelling
868,Owner-occupied as a principal dwelling
869,Owner-occupied as a principal dwelling
870,Owner-occupied as a principal dwelling
871,Owner-occupied as a principal dwelling
872,Owner-occupied as a principal dwelling
873,Owner-occupied as a principal dwelling
874,Owner-occupied as a principal dwelling
875,Owner-occupied as a principal dwelling
876,Owner-occupied as a principal dwelling
877,Owner-occupied as a principal dwelling
878,Owner-occupied as a principal dwelling
879,Owner-occupied as a principal dwelling
880,Not owner-occupied as a principal dwelling
881,Owner-occupied as a principal dwelling
882,Owner-occupied as a principal dwelling
883,Owner-occupied as a principal dwelling
884,Owner-occupied as a principal dwelling
885,Owner-occupied as a principal dwelling
886,Owner-occupied as a principal dwelling
887,Owner-occupied as a principal dwelling
888,Owner-occupied as a principal dwelling
889,Owner-occupied as a principal dwelling
890,Owner-occupied as a principal dwelling
891,Not owner-occupied as a principal dwelling
892,Owner-occupied as a principal dwelling
893,Not owner-occupied as a principal dwelling
894,Not owner-occupied as a principal dwelling
895,Not owner-occupied as a principal dwelling
896,Owner-occupied as a principal dwelling
897,Owner-occupied as a principal dwelling
898,Owner-occupied as a principal dwelling
899,Owner-occupied as a principal dwelling
900,Owner-occupied as a principal dwelling
901,Owner-occupied as a principal dwelling
902,Owner-occupied as a principal dwelling
903,Owner-occupied as a principal dwelling
904,Owner-occupied as a principal dwelling
905,Owner-occupied as a principal dwelling
906,Owner-occupied as a principal dwelling
907,Owner-occupied as a principal dwelling
908,Owner-occupied as a principal dwelling
909,Owner-occupied as a principal dwelling
910,Owner-occupied as a principal dwelling
911,Owner-occupied as a principal dwelling
912,Owner-occupied as a principal dwelling
913,Owner-occupied as a principal dwelling
914,Owner-occupied as a principal dwelling
915,Owner-occupied as a principal dwelling
916,Owner-occupied as a principal dwelling
917,Owner-occupied as a principal dwelling
918,Owner-occupied as a principal dwelling
919,Owner-occupied as a principal dwelling
920,Not owner-occupied as a principal dwelling
921,Owner-occupied as a principal dwelling
922,Owner-occupied as a principal dwelling
923,Owner-occupied as a principal dwelling
924,Owner-occupied as a principal dwelling
925,Not owner-occupied as a principal dwelling
926,Owner-occupied as a principal dwelling
927,Owner-occupied as a principal dwelling
928,Owner-occupied as a principal dwelling
929,Owner-occupied as a principal dwelling
930,Owner-occupied as a principal dwelling
931,Owner-occupied as a principal dwelling
932,Owner-occupied as a principal dwelling
933,Owner-occupied as a principal dwelling
934,Owner-occupied as a principal dwelling
935,Owner-occupied as a principal dwelling
936,Owner-occupied as a principal dwelling
937,Owner-occupied as a principal dwelling
938,Owner-occupied as a principal dwelling
939,Owner-occupied as a principal dwelling
940,Owner-occupied as a principal dwelling
941,Owner-occupied as a principal dwelling
942,Owner-occupied as a principal dwelling
943,Owner-occupied as a principal dwelling
944,Owner-occupied as a principal dwelling
945,Owner-occupied as a principal dwelling
946,Owner-occupied as a principal dwelling
947,Owner-occupied as a principal dwelling
948,Owner-occupied as a principal dwelling
949,Owner-occupied as a principal dwelling
950,Owner-occupied as a principal dwelling
951,Owner-occupied as a principal dwelling
952,Owner-occupied as a principal dwelling
953,Owner-occupied as a principal dwelling
954,Owner-occupied as a principal dwelling
955,Owner-occupied as a principal dwelling
956,Not owner-occupied as a principal dwelling
957,Owner-occupied as a principal dwelling
958,Owner-occupied as a principal dwelling
959,Not owner-occupied as a principal dwelling
960,Owner-occupied as a principal dwelling
961,Owner-occupied as a principal dwelling
962,Owner-occupied as a principal dwelling
963,Owner-occupied as a principal dwelling
964,Owner-occupied as a principal dwelling
965,Owner-occupied as a principal dwelling
966,Owner-occupied as a principal dwelling
967,Owner-occupied as a principal dwelling
968,Owner-occupied as a principal dwelling
969,Owner-occupied as a principal dwelling
970,Owner-occupied as a principal dwelling
971,Owner-occupied as a principal dwelling
972,Not owner-occupied as a principal dwelling
973,Owner-occupied as a principal dwelling
974,Owner-occupied as a principal dwelling
975,Owner-occupied as a principal dwelling
976,Owner-occupied as a principal dwelling
977,Owner-occupied as a principal dwelling
978,Owner-occupied as a principal dwelling
979,Owner-occupied as a principal dwelling
980,Owner-occupied as a principal dwelling
981,Owner-occupied as a principal dwelling
982,Owner-occupied as a principal dwelling
983,Owner-occupied as a principal dwelling
984,Not owner-occupied as a principal dwelling
985,Owner-occupied as a principal dwelling
986,Owner-occupied as a principal dwelling
987,Owner-occupied as a principal dwelling
988,Owner-occupied as a principal dwelling
989,Not owner-occupied as a principal dwelling
990,Owner-occupied as a principal dwelling
991,Owner-occupied as a principal dwelling
992,Owner-occupied as a principal dwelling
993,Owner-occupied as a principal dwelling
994,Owner-occupied as a principal dwelling
995,Owner-occupied as a principal dwelling
996,Owner-occupied as a principal dwelling
997,Not owner-occupied as a principal dwelling
998,Owner-occupied as a principal dwelling
999,Owner-occupied as a principal dwelling
1000,Owner-occupied as a principal dwelling
